,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,24.0,BOS,NBA,,66.0,,,0.428,0.444,,,,,,1.9,1.4,3.3,,
1,1951-52,25.0,BOS,NBA,SF,66.0,1976.0,12.7,0.429,0.369,,,,,,1.1,2.1,3.1,0.076,
2,1952-53,26.0,BOS,NBA,SF,70.0,1994.0,10.1,0.417,0.408,,,,,,0.3,1.4,1.7,0.04,
3,1953-54,27.0,BOS,NBA,SF,70.0,1101.0,9.7,0.375,0.444,,,,,,-0.7,0.7,0.0,-0.001,
4,1954-55,28.0,MLH,NBA,PF,70.0,1749.0,12.6,0.422,0.438,,,,,,0.2,2.2,2.4,0.066,
5,1955-56,29.0,TOT,NBA,SF,67.0,1144.0,9.4,0.412,0.432,,,,,,-0.2,1.3,1.1,0.045,
6,1955-56,29.0,STL,NBA,,35.0,574.0,12.3,0.426,0.488,,,,,,0.1,0.8,0.9,0.074,
7,1955-56,29.0,FTW,NBA,SF,32.0,570.0,6.4,0.394,0.36,,,,,,-0.3,0.5,0.2,0.016,
8,Career,,,NBA,,409.0,7964.0,11.1,0.418,0.42,,,,,,2.5,9.0,11.6,0.05,
9,,,,,,,,,,,,,,,,,,,,
10,4 seasons,,BOS,NBA,,272.0,5071.0,11.0,0.418,0.413,,,,,,2.5,5.6,8.1,0.046,
11,2 seasons,,"MLH,STL",NBA,,105.0,2323.0,12.5,0.423,0.449,,,,,,0.3,3.0,3.3,0.068,
12,1 season,,FTW,NBA,,32.0,570.0,6.4,0.394,0.36,,,,,,-0.3,0.5,0.2,0.016,
