,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1974-75,22.0,PHI,NBA,PG,5,70,3.1,0.229,0.095,2.9,8.8,5.8,29.2,0.0,0.0,,-0.3,0.0,-0.3,-0.178,,-5.5,-1.1,-6.6,-0.2
1,Career,,,NBA,,5,70,3.1,0.229,0.095,2.9,8.8,5.8,29.2,0.0,0.0,,-0.3,0.0,-0.3,-0.178,,-5.5,-1.1,-6.6,-0.2
