,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1964-65,22.0,BOS,NBA,SF,37.0,369.0,21.6,0.509,,0.509,,,,7.6,,,,1.0,0.8,1.8,0.23,
1,1965-66,23.0,BOS,NBA,SG,39.0,312.0,13.1,0.436,,0.295,,,,5.3,,,,-0.2,0.4,0.2,0.028,
2,1967-68,25.0,INA,ABA,SF,42.0,426.0,15.2,0.478,0.01,0.5,,,6.0,5.0,11.1,25.2,,0.5,0.2,0.7,0.08,
3,Career,,,TOT,,118.0,1107.0,16.7,0.476,0.003,0.436,,,6.0,6.0,11.1,25.2,,1.3,1.4,2.7,0.116,
4,,,,NBA,,76.0,681.0,17.7,0.475,,0.405,,,,6.5,,,,0.8,1.1,2.0,0.138,
5,,,,ABA,,42.0,426.0,15.2,0.478,0.01,0.5,,,6.0,5.0,11.1,25.2,,0.5,0.2,0.7,0.08,
6,,,,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,BOS,NBA,,76.0,681.0,17.7,0.475,,0.405,,,,6.5,,,,0.8,1.1,2.0,0.138,
8,1 season,,INA,ABA,,42.0,426.0,15.2,0.478,0.01,0.5,,,6.0,5.0,11.1,25.2,,0.5,0.2,0.7,0.08,
