,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,30.0,TOT,BAA,,52.0,,,0.398,0.39,,,,,,2.3,2.1,4.4,,
1,1948-49,30.0,INJ,BAA,,18.0,,,0.407,0.388,,,,,,1.1,0.7,1.8,,
2,1948-49,30.0,FTW,BAA,,34.0,,,0.392,0.391,,,,,,1.2,1.4,2.6,,
3,1949-50,31.0,INO,NBA,,64.0,,,0.444,0.464,,,,,,4.1,1.1,5.1,,
4,1950-51,32.0,INO,NBA,,26.0,,,0.324,0.17,,,,,,-0.7,0.3,-0.4,,
5,Career,,,TOT,,142.0,,,0.413,0.402,,,,,,5.7,3.6,9.2,,
6,,,,NBA,,90.0,,,0.425,0.411,,,,,,3.3,1.4,4.8,,
7,,,,BAA,,52.0,,,0.398,0.39,,,,,,2.3,2.1,4.4,,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,INO,NBA,,90.0,,,0.425,0.411,,,,,,3.3,1.4,4.8,,
10,1 season,,FTW,BAA,,34.0,,,0.392,0.391,,,,,,1.2,1.4,2.6,,
11,1 season,,INJ,BAA,,18.0,,,0.407,0.388,,,,,,1.1,0.7,1.8,,
