,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,24.0,FTW,BAA,PF,2.0,,,0.452,1.5,,,,,,0.0,0.0,0.1,,
1,1949-50,25.0,DNN,NBA,PF,53.0,,,0.369,0.377,,,,,,-0.9,-0.8,-1.7,,
2,1951-52,27.0,TOT,NBA,PF,38.0,783.0,12.4,0.427,0.52,,,,,,0.6,0.6,1.2,0.072,
3,1951-52,27.0,INO,NBA,PF,6.0,23.0,12.8,0.589,1.2,,,,,,0.1,0.0,0.1,0.253,
4,1951-52,27.0,MLH,NBA,PF,32.0,760.0,12.4,0.424,0.507,,,,,,0.5,0.6,1.1,0.067,
5,1952-53,28.0,MLH,NBA,PF,61.0,776.0,13.2,0.449,0.665,,,,,,1.1,1.0,2.2,0.134,
6,Career,,,TOT,,154.0,1559.0,12.8,0.399,0.467,,,,,,0.9,0.9,1.8,0.103,
7,,,,NBA,,152.0,1559.0,12.8,0.398,0.464,,,,,,0.9,0.8,1.7,0.103,
8,,,,BAA,,2.0,,,0.452,1.5,,,,,,0.0,0.0,0.1,,
9,,,,,,,,,,,,,,,,,,,,
10,2 seasons,,MLH,NBA,,93.0,1536.0,12.8,0.437,0.588,,,,,,1.6,1.6,3.2,0.101,
11,1 season,,DNN,NBA,,53.0,,,0.369,0.377,,,,,,-0.9,-0.8,-1.7,,
12,1 season,,INO,NBA,,6.0,23.0,12.8,0.589,1.2,,,,,,0.1,0.0,0.1,0.253,
13,1 season,,FTW,BAA,,2.0,,,0.452,1.5,,,,,,0.0,0.0,0.1,,
