,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,22.0,WSC,NBA,SF,29.0,,,0.543,0.679,,,,,,3.0,0.5,3.5,,
1,1953-54,25.0,MNL,NBA,SF,71.0,1040.0,12.0,0.452,0.43,,,,,,1.2,1.6,2.8,0.129,
2,1954-55,26.0,MNL,NBA,SF,72.0,1798.0,15.7,0.505,0.621,,,,,,4.2,2.1,6.2,0.166,
3,1955-56,27.0,MNL,NBA,SF,72.0,1930.0,13.9,0.505,0.549,,,,,,4.2,1.1,5.3,0.132,
4,1956-57,28.0,MNL,NBA,SF,70.0,997.0,11.2,0.443,0.55,,,,,,0.8,0.9,1.6,0.078,
5,1957-58,29.0,MNL,NBA,SF,50.0,979.0,15.4,0.495,0.664,,,,,,2.2,0.3,2.6,0.125,
6,Career,,,NBA,,364.0,6744.0,13.9,0.492,0.579,,,,,,15.5,6.5,22.0,0.132,
7,,,,,,,,,,,,,,,,,,,,
8,5 seasons,,MNL,NBA,,335.0,6744.0,13.9,0.487,0.57,,,,,,12.5,6.0,18.5,0.132,
9,1 season,,WSC,NBA,,29.0,,,0.543,0.679,,,,,,3.0,0.5,3.5,,
