,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,21.0,STB,NBA,,67.0,,,0.485,0.599,,,,,,9.7,0.9,10.6,,
1,1950-51,22.0,BOS,NBA,,68.0,,,0.551,0.623,,,,,,14.1,1.8,15.9,,
2,1951-52,23.0,BOS,NBA,C,66.0,2631.0,22.7,0.544,0.699,,,,,,11.3,2.6,13.8,0.252,
3,1952-53,24.0,BOS,NBA,C,69.0,2902.0,24.2,0.543,0.669,,,,,,12.2,2.3,14.5,0.239,
4,1953-54,25.0,BOS,NBA,C,71.0,2792.0,23.6,0.563,0.583,,,,,,13.1,1.5,14.6,0.252,
5,1954-55,26.0,BOS,NBA,C,71.0,2706.0,19.0,0.522,0.587,,,,,,7.5,1.4,8.9,0.157,
6,1955-56,27.0,BOS,NBA,C,71.0,2354.0,18.3,0.51,0.507,,,,,,6.2,1.6,7.8,0.158,
7,1956-57,28.0,STL,NBA,PF,72.0,2582.0,17.0,0.496,0.485,,,,,,6.1,2.2,8.3,0.154,
8,1957-58,29.0,STL,NBA,C,72.0,1908.0,18.4,0.489,0.42,,,,,,4.5,1.8,6.3,0.157,
9,1958-59,30.0,STL,NBA,C,14.0,196.0,7.6,0.36,0.467,,,,,,-0.3,0.2,-0.2,-0.041,
10,Career,,,NBA,,641.0,18071.0,20.5,0.522,0.574,,,,,,84.4,16.1,100.4,0.196,
11,,,,,,,,,,,,,,,,,,,,
12,6 seasons,,BOS,NBA,,416.0,13385.0,21.7,0.539,0.61,,,,,,64.4,11.1,75.5,0.214,
13,3 seasons,,STL,NBA,,158.0,4686.0,17.2,0.487,0.455,,,,,,10.3,4.1,14.4,0.147,
14,1 season,,STB,NBA,,67.0,,,0.485,0.599,,,,,,9.7,0.9,10.6,,
