,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1971-72,22.0,MMP,ABA,PG,4,13,10.1,0.444,0.556,0.0,0.0,0.0,0.0,12.2,,0.0,25.3,,0.0,0.0,0.0,-0.023,
1,Career,,,ABA,,4,13,10.1,0.444,0.556,0.0,0.0,0.0,0.0,12.2,,0.0,25.3,,0.0,0.0,0.0,-0.023,
