,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,24.0,PHW,BAA,PG,58,,,0.313,0.234,,,,,,0.7,1.6,2.3,,
1,1947-48,25.0,PHW,BAA,PG,47,,,0.326,0.258,,,,,,1.0,2.6,3.6,,
2,1948-49,26.0,PHW,BAA,PG,60,,,0.332,0.295,,,,,,-0.4,2.4,2.0,,
3,1949-50,27.0,PHW,NBA,PG,68,,,0.379,0.315,,,,,,0.7,3.7,4.4,,
4,1950-51,28.0,PHW,NBA,PG,65,,,0.42,0.339,,,,,,2.3,3.9,6.2,,
5,1951-52,29.0,PHW,NBA,PG,57,1925.0,13.4,0.439,0.427,,,,,,1.9,0.7,2.6,0.066,
6,1952-53,30.0,PHW,NBA,PG,69,2336.0,9.0,0.376,0.301,,,,,,-0.9,1.2,0.3,0.006,
7,1953-54,31.0,PHW,NBA,PG,58,771.0,7.4,0.39,0.445,,,,,,0.0,0.5,0.5,0.032,
8,Career,,,TOT,,482,5032.0,10.4,0.372,0.312,,,,,,5.3,16.6,21.8,0.033,
9,,,,NBA,,317,5032.0,10.4,0.402,0.346,,,,,,4.0,10.1,14.0,0.033,
10,,,,BAA,,165,,,0.324,0.262,,,,,,1.3,6.5,7.8,,
