,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1968-69,22.0,LAS,ABA,PG,71.0,2314.0,13.6,0.492,0.062,0.302,,,5.9,15.5,,,14.4,21.0,,1.8,1.3,3.1,0.064,
1,1969-70,23.0,LAS,ABA,PG,52.0,1118.0,8.2,0.425,0.093,0.24,,,5.4,14.1,,,13.8,20.1,,-1.1,0.9,-0.2,-0.009,
2,1970-71,24.0,UTS,ABA,PG,65.0,1902.0,13.1,0.48,0.024,0.292,,,5.9,15.8,,,12.9,20.9,,0.4,2.7,3.1,0.079,
3,1971-72,25.0,UTS,ABA,PG,52.0,1136.0,11.7,0.508,0.036,0.265,4.0,5.7,4.9,18.0,,,16.1,18.6,,0.8,1.0,1.8,0.075,
4,1972-73,26.0,MMT,ABA,PG,22.0,420.0,6.0,0.422,0.107,0.34,2.0,6.9,4.4,24.1,,,22.8,14.1,,-0.4,0.2,-0.2,-0.027,
5,Career,,,ABA,,262.0,6890.0,11.8,0.477,0.054,0.285,3.5,6.0,5.6,16.3,,,14.5,20.0,,1.5,6.0,7.5,0.052,
6,,,,,,,,,,,,,,,,,,,,,,,,,
7,4 seasons,,"LAS,UTS",ABA,,240.0,6470.0,12.2,0.479,0.052,0.282,4.0,5.7,5.6,15.8,,,14.1,20.4,,1.9,5.9,7.8,0.058,
8,1 season,,MMT,ABA,,22.0,420.0,6.0,0.422,0.107,0.34,2.0,6.9,4.4,24.1,,,22.8,14.1,,-0.4,0.2,-0.2,-0.027,
