,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1992-93,22.0,POR,NBA,SG,42.0,356.0,8.1,0.449,0.094,0.396,5.4,9.5,7.4,5.3,1.1,0.2,13.8,23.4,,-0.4,0.3,-0.1,-0.018,,-4.5,-2.7,-7.2,-0.5
1,1993-94,23.0,CHI,NBA,SG,17.0,119.0,5.8,0.372,0.019,0.389,8.8,6.9,7.9,5.0,1.8,0.0,12.5,26.9,,-0.3,0.1,-0.2,-0.077,,-7.2,-4.1,-11.3,-0.3
2,Career,,,NBA,,59.0,475.0,7.5,0.428,0.074,0.394,6.2,8.9,7.5,5.2,1.3,0.1,13.4,24.3,,-0.8,0.4,-0.3,-0.032,,-5.2,-3.0,-8.2,-0.7
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,POR,NBA,,42.0,356.0,8.1,0.449,0.094,0.396,5.4,9.5,7.4,5.3,1.1,0.2,13.8,23.4,,-0.4,0.3,-0.1,-0.018,,-4.5,-2.7,-7.2,-0.5
5,1 season,,CHI,NBA,,17.0,119.0,5.8,0.372,0.019,0.389,8.8,6.9,7.9,5.0,1.8,0.0,12.5,26.9,,-0.3,0.1,-0.2,-0.077,,-7.2,-4.1,-11.3,-0.3
