,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1965-66,22.0,DET,NBA,SG,79.0,2041.0,10.6,0.433,0.348,,,,13.4,,,,-0.7,2.1,1.4,0.033,,,,,
1,1966-67,23.0,DET,NBA,SG,79.0,2134.0,12.6,0.465,0.391,,,,12.3,,,,0.7,2.4,3.1,0.069,,,,,
2,1967-68,24.0,TOT,NBA,"SF,SG",77.0,1514.0,10.6,0.465,0.462,,,,12.8,,,,0.3,0.7,1.0,0.032,,,,,
3,1967-68,24.0,DET,NBA,SG,50.0,832.0,9.9,0.448,0.443,,,,11.7,,,,-0.2,0.6,0.4,0.024,,,,,
4,1967-68,24.0,CIN,NBA,SF,27.0,682.0,11.5,0.486,0.487,,,,14.2,,,,0.5,0.1,0.6,0.043,,,,,
5,1968-69,25.0,CIN,NBA,SG,77.0,3059.0,12.7,0.508,0.432,,,,9.4,,,,4.4,0.4,4.8,0.075,,,,,
6,1969-70,26.0,CIN,NBA,SF,71.0,2544.0,16.3,0.509,0.358,,,,8.7,,,,3.1,1.8,5.0,0.093,,,,,
7,1970-71,27.0,CIN,NBA,SF,82.0,3146.0,15.0,0.501,0.319,,,7.1,8.0,,,,3.8,1.7,5.5,0.084,,,,,
8,1971-72,28.0,CIN,NBA,SF,73.0,2598.0,14.7,0.507,0.329,,,6.7,11.6,,,,3.3,0.7,4.0,0.073,,,,,
9,1972-73,29.0,TOT,NBA,SF,79.0,2311.0,13.3,0.484,0.295,,,7.5,9.3,,,,1.6,0.5,2.2,0.045,,,,,
10,1972-73,29.0,KCO,NBA,SF,49.0,1282.0,13.0,0.501,0.256,,,7.0,9.7,,,,1.4,0.1,1.5,0.057,,,,,
11,1972-73,29.0,PHI,NBA,SF,30.0,1029.0,13.6,0.465,0.339,,,8.0,8.7,,,,0.2,0.5,0.6,0.03,,,,,
12,1973-74,30.0,PHI,NBA,SF,78.0,3041.0,12.5,0.481,0.244,2.7,10.1,6.2,10.3,0.9,0.1,,1.3,1.4,2.7,0.043,,-1.7,-1.4,-3.1,-0.8
13,1974-75,31.0,TOT,NBA,SF,82.0,2843.0,13.8,0.48,0.306,2.5,7.3,4.8,12.0,1.5,0.1,,3.1,1.2,4.4,0.074,,-0.6,-1.2,-1.8,0.2
14,1974-75,31.0,PHI,NBA,SF,9.0,273.0,12.7,0.47,0.353,2.6,8.2,5.4,8.9,2.2,0.0,,0.1,0.2,0.3,0.051,,-2.1,0.0,-2.1,0.0
15,1974-75,31.0,ATL,NBA,SF,73.0,2570.0,13.9,0.481,0.302,2.5,7.2,4.7,12.3,1.4,0.1,,3.1,1.0,4.1,0.076,,-0.5,-1.3,-1.7,0.2
16,1975-76,32.0,ATL,NBA,SF,75.0,2026.0,11.1,0.477,0.211,1.7,7.9,4.7,10.9,1.3,0.2,,1.1,0.5,1.6,0.038,,-2.0,-1.3,-3.3,-0.7
17,1976-77,33.0,PHO,NBA,SF,77.0,1425.0,7.7,0.484,0.367,3.6,10.3,7.0,6.3,0.6,0.1,,0.0,1.1,1.1,0.037,,-3.4,-1.0,-4.4,-0.9
18,Career,,,NBA,,929.0,28682.0,13.0,0.487,0.331,2.6,8.8,6.3,10.4,1.1,0.1,,22.1,14.6,36.6,0.061,,-1.7,-1.2,-2.9,-2.2
19,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6 seasons,,"CIN,KCO",NBA,,379.0,13311.0,14.3,0.505,0.353,,,6.9,9.6,,,,16.5,4.8,21.3,0.077,,,,,
21,3 seasons,,DET,NBA,,208.0,5007.0,11.4,0.449,0.381,,,,12.6,,,,-0.2,5.1,4.9,0.047,,,,,
22,2 seasons,,ATL,NBA,,148.0,4596.0,12.7,0.479,0.267,2.2,7.5,4.7,11.7,1.3,0.1,,4.2,1.5,5.7,0.059,,-1.1,-1.3,-2.4,-0.5
23,3 seasons,,PHI,NBA,,117.0,4343.0,12.8,0.476,0.273,2.7,9.9,6.6,9.9,1.0,0.0,,1.6,2.1,3.6,0.04,,-1.7,-1.3,-3.0,-0.8
24,1 season,,PHO,NBA,,77.0,1425.0,7.7,0.484,0.367,3.6,10.3,7.0,6.3,0.6,0.1,,0.0,1.1,1.1,0.037,,-3.4,-1.0,-4.4,-0.9
