,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1966-67,25.0,LAL,NBA,SG,76.0,1763.0,12.3,0.489,0.262,,,,14.9,,,,1.5,1.2,2.7,0.075,,,,,
1,1967-68,26.0,LAL,NBA,PG,81.0,3039.0,15.5,0.53,0.367,,,,15.3,,,,5.8,2.0,7.9,0.124,,,,,
2,1968-69,27.0,PHI,NBA,SG,82.0,2144.0,15.9,0.519,0.338,,,,18.6,,,,4.0,2.2,6.2,0.139,,,,,
3,1969-70,28.0,PHI,NBA,PG,76.0,2772.0,16.3,0.546,0.331,,,,17.7,,,,5.5,2.6,8.1,0.14,,,,,
4,1970-71,29.0,PHI,NBA,PG,82.0,3245.0,17.7,0.556,0.402,,,5.4,19.1,,,,8.3,3.1,11.4,0.169,,,,,
5,1971-72,30.0,TOT,NBA,PG,77.0,3285.0,20.5,0.536,0.44,,,3.8,28.0,,,,7.7,3.2,11.0,0.16,,,,,
6,1971-72,30.0,PHI,NBA,PG,1.0,42.0,24.9,0.696,0.688,,,3.2,25.9,,,,0.3,0.0,0.3,0.339,,,,,
7,1971-72,30.0,BAL,NBA,PG,76.0,3243.0,20.4,0.534,0.437,,,3.8,28.1,,,,7.5,3.2,10.7,0.158,,,,,
8,1972-73,31.0,BAL,NBA,PG,39.0,1477.0,18.3,0.545,0.23,,,4.1,25.8,,,,3.6,2.0,5.6,0.181,,,,,
9,1973-74,32.0,CAP,NBA,PG,56.0,1786.0,14.4,0.5,0.194,2.3,5.2,3.8,22.6,1.5,0.2,,2.2,1.7,4.0,0.107,,-0.1,0.0,-0.1,0.9
10,1974-75,33.0,SEA,NBA,PG,77.0,2481.0,16.2,0.533,0.21,2.4,7.3,4.9,25.2,2.0,0.1,,4.5,1.7,6.2,0.119,,0.9,-0.4,0.5,1.6
11,1975-76,34.0,DET,NBA,SG,79.0,1589.0,12.5,0.478,0.201,1.7,7.3,4.5,18.7,1.8,0.1,,1.0,0.7,1.7,0.051,,-1.4,-0.8,-2.2,-0.1
12,Career,,,NBA,,725.0,23581.0,16.4,0.529,0.323,2.2,6.7,4.5,20.6,1.8,0.1,,44.1,20.5,64.7,0.132,,0.0,-0.4,-0.4,2.4
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4 seasons,,PHI,NBA,,241.0,8203.0,16.8,0.544,0.362,,,5.4,18.5,,,,18.1,8.0,26.0,0.152,,,,,
15,3 seasons,,"BAL,CAP",NBA,,171.0,6506.0,18.3,0.528,0.333,2.3,5.2,3.9,26.0,1.5,0.2,,13.3,6.9,20.2,0.149,,-0.1,0.0,-0.1,0.9
16,2 seasons,,LAL,NBA,,157.0,4802.0,14.3,0.516,0.33,,,,15.2,,,,7.3,3.3,10.6,0.106,,,,,
17,1 season,,DET,NBA,,79.0,1589.0,12.5,0.478,0.201,1.7,7.3,4.5,18.7,1.8,0.1,,1.0,0.7,1.7,0.051,,-1.4,-0.8,-2.2,-0.1
18,1 season,,SEA,NBA,,77.0,2481.0,16.2,0.533,0.21,2.4,7.3,4.9,25.2,2.0,0.1,,4.5,1.7,6.2,0.119,,0.9,-0.4,0.5,1.6
