,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1965-66,22.0,BOS,NBA,,1,3,24.8,0.5,0.0,,,,58.1,,0.0,0.0,0.0,0.29,
1,1966-67,23.0,BOS,NBA,,27,89,8.4,0.351,0.523,,,,1.4,,-0.3,0.2,-0.1,-0.073,
2,Career,,,NBA,,28,92,8.9,0.356,0.5,,,,3.2,,-0.3,0.2,-0.1,-0.062,
