,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,22.0,NYK,NBA,SF,72.0,1545.0,7.9,0.402,0.199,,,,,,-0.6,0.8,0.1,0.004,
1,1959-60,23.0,NYK,NBA,SF,67.0,1536.0,8.8,0.409,0.146,,,,,,-0.7,0.6,-0.1,-0.002,
2,1960-61,24.0,TOT,NBA,SF,59.0,1301.0,10.2,0.427,0.204,,,,,,-0.2,0.1,-0.1,-0.004,
3,1960-61,24.0,NYK,NBA,SF,2.0,6.0,-4.8,0.0,0.0,,,,,,0.0,0.0,0.0,-0.17,
4,1960-61,24.0,CIN,NBA,SF,57.0,1295.0,10.2,0.428,0.204,,,,,,-0.1,0.1,-0.1,-0.003,
5,1962-63,26.0,STL,NBA,SF,80.0,1724.0,12.0,0.477,0.247,,,,,,0.9,2.3,3.2,0.089,
6,1963-64,27.0,STL,NBA,SF,76.0,1361.0,9.4,0.447,0.189,,,,,,0.0,1.3,1.3,0.046,
7,1964-65,28.0,STL,NBA,SF,60.0,1272.0,10.7,0.455,0.23,,,,9.6,,0.4,1.4,1.8,0.069,
8,1965-66,29.0,STL,NBA,SF,9.0,79.0,11.6,0.466,0.167,,,,10.6,,0.0,0.1,0.1,0.059,
9,Career,,,NBA,,423.0,8818.0,9.9,0.436,0.201,,,,9.7,,-0.1,6.5,6.3,0.035,
10,,,,,,,,,,,,,,,,,,,,
11,4 seasons,,STL,NBA,,225.0,4436.0,10.8,0.462,0.223,,,,9.7,,1.3,5.1,6.4,0.069,
12,3 seasons,,NYK,NBA,,141.0,3087.0,8.4,0.405,0.171,,,,,,-1.3,1.3,0.0,0.0,
13,1 season,,CIN,NBA,,57.0,1295.0,10.2,0.428,0.204,,,,,,-0.1,0.1,-0.1,-0.003,
