,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,20.0,BOS,BAA,SF,21.0,,,0.416,0.365,,,,,,1.6,0.8,2.4,,
1,1949-50,21.0,BOS,NBA,SF,55.0,,,0.426,0.389,,,,,,2.3,1.0,3.4,,
2,1950-51,22.0,NYK,NBA,SF,61.0,,,0.44,0.437,,,,,,1.1,0.4,1.6,,
3,1951-52,23.0,NYK,NBA,SF,52.0,955.0,14.8,0.44,0.436,,,,,,1.0,0.8,1.7,0.088,
4,1952-53,24.0,BLB,NBA,SF,23.0,380.0,11.2,0.391,0.472,,,,,,-0.2,0.1,-0.1,-0.018,
5,Career,,,TOT,,212.0,1335.0,13.8,0.426,0.409,,,,,,5.8,3.1,8.9,0.057,
6,,,,NBA,,191.0,1335.0,13.8,0.429,0.42,,,,,,4.2,2.3,6.5,0.057,
7,,,,BAA,,21.0,,,0.416,0.365,,,,,,1.6,0.8,2.4,,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,NYK,NBA,,113.0,955.0,14.8,0.44,0.437,,,,,,2.1,1.2,3.3,0.088,
10,2 seasons,,BOS,BAA,,76.0,,,0.422,0.38,,,,,,3.9,1.9,5.8,,
11,1 season,,BLB,NBA,,23.0,380.0,11.2,0.391,0.472,,,,,,-0.2,0.1,-0.1,-0.018,
