,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1960-61,24.0,DET,NBA,SF,74.0,1735.0,14.6,0.472,0.508,,,,,,1.8,0.8,2.6,0.073,
1,1961-62,25.0,DET,NBA,SF,75.0,1351.0,12.3,0.458,0.56,,,,,,0.6,1.2,1.7,0.061,
2,1962-63,26.0,SFW,NBA,SG,64.0,1192.0,10.1,0.47,0.49,,,,,,0.4,0.8,1.2,0.048,
3,1963-64,27.0,SFW,NBA,SF,54.0,522.0,8.9,0.437,0.42,,,,,,-0.1,0.7,0.6,0.057,
4,1964-65,28.0,SFW,NBA,SF,19.0,247.0,11.7,0.461,0.675,,,,6.5,,0.1,0.3,0.4,0.072,
5,1966-67,30.0,SFW,NBA,,1.0,5.0,77.0,0.847,1.75,,,,0.0,,0.1,0.0,0.1,1.384,
6,1967-68,31.0,SFW,NBA,,10.0,106.0,6.0,0.362,0.686,,,,4.5,,-0.2,0.1,-0.1,-0.048,
7,Career,,,NBA,,297.0,5158.0,12.1,0.464,0.522,,,,5.8,,2.7,3.9,6.6,0.061,
8,,,,,,,,,,,,,,,,,,,,
9,2 seasons,,DET,NBA,,149.0,3086.0,13.6,0.466,0.528,,,,,,2.4,1.9,4.3,0.068,
10,5 seasons,,SFW,NBA,,148.0,2072.0,10.0,0.458,0.511,,,,5.8,,0.3,1.9,2.2,0.052,
