,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1970-71,29.0,TOT,NBA,C,71.0,873.0,9.6,0.44,0.292,,,13.6,6.4,,-0.4,0.5,0.1,0.008,
1,1970-71,29.0,SEA,NBA,C,55.0,773.0,10.2,0.455,0.272,,,13.3,6.9,,-0.1,0.4,0.3,0.021,
2,1970-71,29.0,CIN,NBA,C,16.0,100.0,4.3,0.328,0.455,,,15.3,2.3,,-0.3,0.1,-0.2,-0.098,
3,Career,,,NBA,,71.0,873.0,9.6,0.44,0.292,,,13.6,6.4,,-0.4,0.5,0.1,0.008,
4,,,,,,,,,,,,,,,,,,,,
5,1 season,,SEA,NBA,,55.0,773.0,10.2,0.455,0.272,,,13.3,6.9,,-0.1,0.4,0.3,0.021,
6,1 season,,CIN,NBA,,16.0,100.0,4.3,0.328,0.455,,,15.3,2.3,,-0.3,0.1,-0.2,-0.098,
