,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1969-70,25.0,DNR,ABA,PG,25,406,2.3,0.383,0.009,0.248,,,5.5,13.2,26.4,15.6,,-0.5,0.5,0.0,-0.001,
1,Career,,,ABA,,25,406,2.3,0.383,0.009,0.248,,,5.5,13.2,26.4,15.6,,-0.5,0.5,0.0,-0.001,
