,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,23.0,TOT,BAA,,21.0,,,0.198,0.341,,,,,,-0.5,0.2,-0.3,,
1,1946-47,23.0,STB,BAA,,7.0,,,0.132,0.385,,,,,,-0.2,0.1,-0.1,,
2,1946-47,23.0,TRH,BAA,,14.0,,,0.226,0.323,,,,,,-0.2,0.1,-0.1,,
3,Career,,,BAA,,21.0,,,0.198,0.341,,,,,,-0.5,0.2,-0.3,,
4,,,,,,,,,,,,,,,,,,,,
5,1 season,,TRH,BAA,,14.0,,,0.226,0.323,,,,,,-0.2,0.1,-0.1,,
6,1 season,,STB,BAA,,7.0,,,0.132,0.385,,,,,,-0.2,0.1,-0.1,,
