,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1952-53,23.0,PHW,NBA,PG,4,33,20.0,0.474,0.308,,,,,,0.1,0.0,0.1,0.153,
1,Career,,,NBA,,4,33,20.0,0.474,0.308,,,,,,0.1,0.0,0.1,0.153,
