,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1973-74,22.0,BUF,NBA,SG,59.0,693.0,10.2,0.521,0.427,3.7,5.6,4.7,9.6,1.9,0.7,,,,0.3,0.3,0.6,0.045,,-2.5,0.0,-2.5,-0.1
1,1974-75,23.0,BUF,NBA,SG,79.0,1690.0,12.5,0.518,0.283,4.3,5.6,4.9,13.3,2.3,0.6,,,,1.7,1.3,3.0,0.086,,-1.0,0.6,-0.4,0.7
2,1975-76,24.0,BUF,NBA,SG,81.0,2247.0,11.9,0.505,0.285,2.8,7.2,5.1,12.3,2.4,1.1,,,,1.0,2.2,3.3,0.07,,-1.7,0.9,-0.8,0.7
3,1976-77,25.0,ATL,NBA,SG,82.0,2487.0,12.0,0.472,0.299,1.7,5.5,3.6,17.2,2.6,1.0,,,,0.5,1.8,2.3,0.044,,-1.6,0.7,-0.9,0.7
4,1977-78,26.0,ATL,NBA,SG,21.0,520.0,11.1,0.456,0.272,1.2,3.9,2.5,22.5,2.2,0.6,15.2,18.8,,0.1,0.4,0.6,0.051,,-1.5,-0.3,-1.8,0.0
5,Career,,,NBA,,322.0,7637.0,11.9,0.494,0.299,2.7,5.9,4.4,14.6,2.4,0.9,15.2,18.8,,3.7,6.0,9.8,0.061,,-1.6,0.6,-1.0,2.0
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3 seasons,,BUF,NBA,,219.0,4630.0,11.9,0.512,0.303,3.5,6.4,5.0,12.3,2.3,0.8,,,,3.1,3.9,6.9,0.072,,-1.6,0.6,-0.9,1.3
8,2 seasons,,ATL,NBA,,103.0,3007.0,11.9,0.469,0.295,1.6,5.3,3.4,18.1,2.5,0.9,15.2,18.8,,0.6,2.2,2.8,0.045,,-1.6,0.5,-1.1,0.7
