,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1968-69,25.0,INA,ABA,PF,58,989,7.0,0.395,0.003,0.194,,,12.8,4.3,14.6,17.7,,-1.4,1.1,-0.3,-0.015,
1,Career,,,ABA,,58,989,7.0,0.395,0.003,0.194,,,12.8,4.3,14.6,17.7,,-1.4,1.1,-0.3,-0.015,
