,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,24.0,MNM,ABA,PG,67.0,2125.0,9.8,0.448,0.203,0.204,,,4.5,9.3,15.0,18.7,,0.3,4.1,4.4,0.099,
1,1968-69,25.0,TOT,ABA,"PG,SG",74.0,2385.0,10.3,0.456,0.181,0.275,,,4.5,14.4,14.5,21.0,,-0.3,1.7,1.4,0.028,
2,1968-69,25.0,MMF,ABA,PG,24.0,708.0,6.6,0.404,0.147,0.304,,,4.8,11.5,15.2,20.4,,-1.0,0.5,-0.5,-0.031,
3,1968-69,25.0,NYA,ABA,SG,23.0,812.0,13.3,0.46,0.134,0.308,,,5.2,16.6,13.1,25.0,,0.0,0.4,0.4,0.021,
4,1968-69,25.0,INA,ABA,SG,27.0,865.0,10.4,0.498,0.271,0.208,,,3.7,14.8,15.4,17.9,,0.7,0.8,1.5,0.082,
5,1969-70,26.0,TOT,ABA,SG,46.0,522.0,10.6,0.456,0.129,0.357,,,4.7,10.9,13.9,26.8,,-0.2,0.5,0.3,0.026,
6,1969-70,26.0,CAR,ABA,,19.0,221.0,11.6,0.484,0.097,0.417,,,3.8,12.2,13.5,24.3,,0.1,0.2,0.3,0.067,
7,1969-70,26.0,NOB,ABA,SG,27.0,301.0,9.9,0.438,0.148,0.32,,,5.3,9.8,14.2,28.7,,-0.3,0.3,0.0,-0.004,
8,Career,,,ABA,,187.0,5032.0,10.1,0.453,0.183,0.257,,,4.6,11.9,14.6,20.7,,-0.2,6.2,6.0,0.057,
9,,,,,,,,,,,,,,,,,,,,,,,
10,2 seasons,,"MNM,MMF",ABA,,91.0,2833.0,9.0,0.437,0.189,0.229,,,4.6,9.9,15.1,19.1,,-0.7,4.6,3.9,0.066,
11,1 season,,INA,ABA,,27.0,865.0,10.4,0.498,0.271,0.208,,,3.7,14.8,15.4,17.9,,0.7,0.8,1.5,0.082,
12,1 season,,NOB,ABA,,27.0,301.0,9.9,0.438,0.148,0.32,,,5.3,9.8,14.2,28.7,,-0.3,0.3,0.0,-0.004,
13,1 season,,NYA,ABA,,23.0,812.0,13.3,0.46,0.134,0.308,,,5.2,16.6,13.1,25.0,,0.0,0.4,0.4,0.021,
14,1 season,,CAR,ABA,,19.0,221.0,11.6,0.484,0.097,0.417,,,3.8,12.2,13.5,24.3,,0.1,0.2,0.3,0.067,
