,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1963-64,22.0,NYK,NBA,SG,75.0,2236.0,14.7,0.485,,0.421,,,,,,,,2.6,0.2,2.7,0.059,
1,1964-65,23.0,NYK,NBA,SG,55.0,663.0,14.5,0.486,,0.494,,,,17.4,,,,0.9,0.4,1.3,0.094,
2,1965-66,24.0,TOT,NBA,,17.0,120.0,7.7,0.405,,0.423,,,,11.6,,,,-0.1,0.1,0.0,-0.02,
3,1965-66,24.0,CIN,NBA,,11.0,100.0,6.3,0.396,,0.395,,,,8.9,,,,-0.1,0.1,-0.1,-0.042,
4,1965-66,24.0,PHI,NBA,,6.0,20.0,14.7,0.446,,0.556,,,,25.1,,,,0.0,0.0,0.0,0.088,
5,1967-68,26.0,TOT,ABA,"SF,SG",73.0,2555.0,18.7,0.519,0.127,0.517,,,8.3,15.9,15.5,22.3,,5.7,2.8,8.5,0.159,
6,1967-68,26.0,NJA,ABA,SG,19.0,439.0,13.1,0.442,0.067,0.401,,,7.0,13.4,15.4,29.3,,0.0,0.4,0.3,0.037,
7,1967-68,26.0,PTP,ABA,SF,54.0,2116.0,19.8,0.542,0.145,0.553,,,8.5,16.4,15.6,20.9,,5.7,2.4,8.1,0.185,
8,1968-69,27.0,MNP,ABA,SF,71.0,2362.0,15.6,0.505,0.142,0.492,,,9.3,12.6,13.9,17.6,,2.4,3.8,6.1,0.125,
9,1969-70,28.0,TOT,ABA,SG,19.0,310.0,12.8,0.52,0.038,0.613,,,8.4,10.9,22.5,20.1,,0.4,0.2,0.6,0.098,
10,1969-70,28.0,PTP,ABA,,1.0,4.0,-26.7,0.0,0.0,0.0,,,0.0,0.0,50.0,18.0,,0.0,0.0,0.0,-0.285,
11,1969-70,28.0,MMF,ABA,SG,18.0,306.0,13.3,0.524,0.038,0.619,,,8.5,11.1,22.1,20.2,,0.4,0.2,0.7,0.103,
12,Career,,,TOT,,310.0,8246.0,16.0,0.501,0.077,0.481,,,8.7,14.4,15.3,20.1,,11.8,7.5,19.3,0.112,
13,,,,ABA,,163.0,5227.0,16.9,0.513,0.128,0.512,,,8.7,14.1,15.3,20.1,,8.4,6.8,15.3,0.14,
14,,,,NBA,,147.0,3019.0,14.4,0.482,,0.436,,,,16.5,,,,3.3,0.6,4.0,0.063,
15,,,,,,,,,,,,,,,,,,,,,,,
16,2 seasons,,NYK,NBA,,130.0,2899.0,14.7,0.485,,0.436,,,,17.4,,,,3.5,0.6,4.0,0.067,
17,3 seasons,,"PTP,MNP",ABA,,126.0,4482.0,17.6,0.523,0.143,0.522,,,8.9,14.4,14.8,19.2,,8.1,6.2,14.3,0.153,
18,1 season,,NJA,ABA,,19.0,439.0,13.1,0.442,0.067,0.401,,,7.0,13.4,15.4,29.3,,0.0,0.4,0.3,0.037,
19,1 season,,MMF,ABA,,18.0,306.0,13.3,0.524,0.038,0.619,,,8.5,11.1,22.1,20.2,,0.4,0.2,0.7,0.103,
20,1 season,,CIN,NBA,,11.0,100.0,6.3,0.396,,0.395,,,,8.9,,,,-0.1,0.1,-0.1,-0.042,
21,1 season,,PHI,NBA,,6.0,20.0,14.7,0.446,,0.556,,,,25.1,,,,0.0,0.0,0.0,0.088,
