,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,21.0,PIT,BAA,C,15.0,,,0.268,0.223,,,,,,-0.4,-0.1,-0.5,,
1,1949-50,24.0,SHE,NBA,C,54.0,,,0.456,0.566,,,,,,4.1,-0.3,3.8,,
2,1950-51,25.0,TOT,NBA,C,63.0,,,0.438,0.442,,,,,,2.0,1.6,3.6,,
3,1950-51,25.0,TRI,NBA,C,22.0,,,0.435,0.429,,,,,,0.7,0.7,1.4,,
4,1950-51,25.0,SYR,NBA,C,41.0,,,0.44,0.45,,,,,,1.3,0.9,2.2,,
5,1951-52,26.0,SYR,NBA,C,66.0,1318.0,16.4,0.488,0.407,,,,,,3.1,1.7,4.8,0.175,
6,1952-53,27.0,SYR,NBA,C,70.0,1355.0,10.0,0.416,0.456,,,,,,0.2,1.6,1.8,0.062,
7,Career,,,TOT,,268.0,2673.0,13.1,0.441,0.461,,,,,,9.0,4.4,13.5,0.118,
8,,,,NBA,,253.0,2673.0,13.1,0.45,0.474,,,,,,9.4,4.6,14.0,0.118,
9,,,,BAA,,15.0,,,0.268,0.223,,,,,,-0.4,-0.1,-0.5,,
10,,,,,,,,,,,,,,,,,,,,
11,3 seasons,,SYR,NBA,,177.0,2673.0,13.1,0.449,0.436,,,,,,4.6,4.2,8.8,0.118,
12,1 season,,SHE,NBA,,54.0,,,0.456,0.566,,,,,,4.1,-0.3,3.8,,
13,1 season,,TRI,NBA,,22.0,,,0.435,0.429,,,,,,0.7,0.7,1.4,,
14,1 season,,PIT,BAA,,15.0,,,0.268,0.223,,,,,,-0.4,-0.1,-0.5,,
