,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1968-69,22.0,SEA,NBA,SF,72.0,1241.0,9.1,0.45,,0.281,,,,6.4,,,,-0.1,0.6,0.5,0.02,
1,1969-70,23.0,SEA,NBA,SF,14.0,82.0,-2.4,0.115,,0.059,,,,9.5,,,,-0.7,0.0,-0.6,-0.352,
2,1970-71,24.0,PTC,ABA,SF,82.0,1382.0,10.2,0.447,0.004,0.321,,,10.4,6.4,14.6,16.9,,-0.7,1.0,0.3,0.012,
3,Career,,,TOT,,168.0,2705.0,9.3,0.438,0.002,0.294,,,10.4,6.5,14.6,16.9,,-1.4,1.7,0.2,0.004,
4,,,,NBA,,86.0,1323.0,8.4,0.428,,0.265,,,,6.6,,,,-0.7,0.6,-0.1,-0.003,
5,,,,ABA,,82.0,1382.0,10.2,0.447,0.004,0.321,,,10.4,6.4,14.6,16.9,,-0.7,1.0,0.3,0.012,
6,,,,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,SEA,NBA,,86.0,1323.0,8.4,0.428,,0.265,,,,6.6,,,,-0.7,0.6,-0.1,-0.003,
8,1 season,,PTC,ABA,,82.0,1382.0,10.2,0.447,0.004,0.321,,,10.4,6.4,14.6,16.9,,-0.7,1.0,0.3,0.012,
