,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1967-68,26.0,STL,NBA,C,50.0,394.0,9.1,0.44,0.46,,,,4.5,,,,-0.2,0.4,0.2,0.029,,,,,
1,1968-69,27.0,ATL,NBA,C,78.0,1367.0,17.3,0.511,0.407,,,,9.9,,,,2.2,1.6,3.8,0.134,,,,,
2,1969-70,28.0,ATL,NBA,C,82.0,2623.0,14.4,0.515,0.337,,,,11.4,,,,2.6,1.7,4.3,0.079,,,,,
3,1970-71,29.0,ATL,NBA,C,82.0,1864.0,12.8,0.538,0.573,,,13.2,7.4,,,,2.6,0.9,3.5,0.09,,,,,
4,1971-72,30.0,TOT,NBA,C,75.0,983.0,12.5,0.486,0.456,,,13.3,7.1,,,,0.5,0.4,0.9,0.044,,,,,
5,1971-72,30.0,ATL,NBA,C,11.0,119.0,6.2,0.318,0.545,,,14.8,8.2,,,,-0.3,0.1,-0.3,-0.101,,,,,
6,1971-72,30.0,HOU,NBA,C,12.0,180.0,9.6,0.438,0.704,,,11.0,3.4,,,,-0.1,0.2,0.1,0.035,,,,,
7,1971-72,30.0,DET,NBA,C,52.0,684.0,14.3,0.52,0.39,,,13.6,7.9,,,,0.9,0.1,1.0,0.072,,,,,
8,1972-73,31.0,DET,NBA,C,73.0,771.0,16.1,0.544,0.444,,,16.5,9.6,,,,1.5,0.8,2.3,0.142,,,,,
9,1973-74,32.0,DET,NBA,C,78.0,947.0,13.7,0.471,0.491,11.1,20.7,15.9,12.1,1.9,1.7,,0.0,1.8,1.8,0.092,,-2.1,1.3,-0.7,0.3
10,1974-75,33.0,DET,NBA,C,79.0,1078.0,14.5,0.515,0.45,9.9,19.1,14.5,11.5,2.2,1.8,,1.1,1.3,2.3,0.104,,-0.2,1.0,0.8,0.8
11,Career,,,NBA,,597.0,10027.0,14.2,0.51,0.433,10.5,19.8,14.4,9.7,2.0,1.7,,10.2,9.0,19.2,0.092,,-1.1,1.2,0.1,1.1
12,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5 seasons,,"STL,ATL",NBA,,303.0,6367.0,14.1,0.512,0.42,,,13.3,9.4,,,,6.9,4.7,11.6,0.087,,,,,
14,4 seasons,,DET,NBA,,282.0,3480.0,14.6,0.511,0.445,10.5,19.8,15.2,10.5,2.0,1.7,,3.5,4.0,7.5,0.103,,-1.1,1.2,0.1,1.1
15,1 season,,HOU,NBA,,12.0,180.0,9.6,0.438,0.704,,,11.0,3.4,,,,-0.1,0.2,0.1,0.035,,,,,
