,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,24.0,WAT,NBA,,62.0,,,0.461,0.625,,,,,,4.4,-0.7,3.8,,
1,1951-52,26.0,MLH,NBA,SG,66.0,1982.0,12.5,0.399,0.524,,,,,,-0.2,1.7,1.5,0.036,
2,1952-53,27.0,TOT,NBA,,67.0,1373.0,11.3,0.435,0.489,,,,,,0.9,1.3,2.2,0.075,
3,1952-53,27.0,MLH,NBA,,27.0,667.0,13.1,0.453,0.489,,,,,,0.8,0.8,1.7,0.119,
4,1952-53,27.0,BLB,NBA,,23.0,329.0,10.6,0.431,0.608,,,,,,0.2,0.1,0.3,0.039,
5,1952-53,27.0,FTW,NBA,SF,17.0,377.0,8.7,0.4,0.387,,,,,,-0.1,0.3,0.2,0.029,
6,Career,,,NBA,,195.0,3355.0,12.0,0.429,0.549,,,,,,5.2,2.2,7.4,0.052,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,MLH,NBA,,93.0,2649.0,12.7,0.412,0.515,,,,,,0.7,2.5,3.1,0.057,
9,1 season,,WAT,NBA,,62.0,,,0.461,0.625,,,,,,4.4,-0.7,3.8,,
10,1 season,,BLB,NBA,,23.0,329.0,10.6,0.431,0.608,,,,,,0.2,0.1,0.3,0.039,
11,1 season,,FTW,NBA,,17.0,377.0,8.7,0.4,0.387,,,,,,-0.1,0.3,0.2,0.029,
