,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1974-75,22.0,SEA,NBA,SF,73,1574,9.0,0.445,0.28,8.8,13.7,11.2,6.9,1.4,0.6,,0.1,1.3,1.5,0.045,,-2.1,-0.3,-2.4,-0.2
1,1975-76,23.0,SEA,NBA,SF,72,1224,10.2,0.489,0.281,7.3,15.1,11.1,7.0,1.8,0.3,,0.7,1.2,1.9,0.074,,-1.1,0.2,-0.9,0.3
2,Career,,,NBA,,145,2798,9.5,0.465,0.28,8.1,14.3,11.2,6.9,1.6,0.5,,0.9,2.5,3.4,0.058,,-1.6,-0.1,-1.8,0.2
