,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24
0,1970-71,25.0,UTS,ABA,PF,29,206,18.5,0.488,0.018,0.229,,,19.2,4.9,,,12.4,24.4,,0.1,0.4,0.5,0.121,
1,1971-72,26.0,UTS,ABA,SF,33,231,13.4,0.515,0.026,0.487,13.3,15.7,14.6,10.1,,,20.0,19.2,,0.2,0.3,0.5,0.095,
2,1972-73,27.0,UTS,ABA,SF,25,142,13.3,0.49,0.063,0.302,9.5,11.1,10.4,14.8,,,16.4,23.5,,0.0,0.2,0.2,0.058,
3,Career,,,ABA,,87,579,15.2,0.497,0.032,0.327,11.8,14.0,15.2,9.4,,,16.0,22.1,,0.3,0.9,1.1,0.095,
