,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1970-71,23.0,CAR,ABA,SF,38,295,13.3,0.47,0.064,0.262,,,10.5,7.0,11.8,21.9,,0.0,0.2,0.2,0.029,
1,Career,,,ABA,,38,295,13.3,0.47,0.064,0.262,,,10.5,7.0,11.8,21.9,,0.0,0.2,0.2,0.029,
