,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1974-75,22.0,WSB,NBA,PG,37.0,137.0,13.1,0.411,0.277,5.9,11.0,8.4,14.1,5.3,0.8,,-0.2,0.4,0.1,0.038,,-5.2,2.2,-3.0,0.0
1,1975-76,23.0,ATL,NBA,PG,13.0,130.0,9.1,0.383,0.209,0.8,5.7,3.2,21.4,2.1,0.8,,-0.2,0.1,-0.1,-0.039,,-3.7,-0.3,-4.0,-0.1
2,Career,,,NBA,,50.0,267.0,11.2,0.4,0.25,3.4,8.4,5.9,17.7,3.8,0.8,,-0.4,0.4,0.0,0.001,,-4.5,1.0,-3.5,-0.1
3,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1 season,,WSB,NBA,,37.0,137.0,13.1,0.411,0.277,5.9,11.0,8.4,14.1,5.3,0.8,,-0.2,0.4,0.1,0.038,,-5.2,2.2,-3.0,0.0
5,1 season,,ATL,NBA,,13.0,130.0,9.1,0.383,0.209,0.8,5.7,3.2,21.4,2.1,0.8,,-0.2,0.1,-0.1,-0.039,,-3.7,-0.3,-4.0,-0.1
