,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1975-76,22.0,KCK,NBA,SF,31.0,163.0,9.9,0.455,0.702,5.6,12.7,9.1,7.4,1.1,0.3,,,,0.0,0.1,0.0,0.014,,-3.4,-1.0,-4.4,-0.1
1,1976-77,23.0,KCK,NBA,SF,29.0,162.0,14.7,0.549,0.243,4.9,12.6,8.6,7.2,0.8,0.3,,,,0.3,0.1,0.4,0.117,,-1.1,-1.0,-2.0,0.0
2,1977-78,24.0,TOT,NBA,SF,5.0,24.0,6.7,0.308,0.0,12.8,25.2,19.1,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,-0.027,,-4.6,-0.4,-5.0,0.0
3,1977-78,24.0,KCK,NBA,SF,1.0,7.0,21.4,1.0,0.0,29.1,44.0,36.5,0.0,0.0,0.0,0.0,5.4,,0.0,0.0,0.0,0.318,,-4.2,0.0,-4.1,0.0
4,1977-78,24.0,BOS,NBA,SF,4.0,17.0,0.6,0.25,0.0,6.1,17.5,12.0,0.0,0.0,0.0,0.0,27.3,,-0.1,0.0,-0.1,-0.169,,-4.7,-0.6,-5.4,-0.1
5,1978-79,25.0,SDC,NBA,SF,29.0,413.0,6.0,0.428,0.233,3.9,8.0,5.9,7.1,1.3,0.2,15.4,10.8,,0.0,0.1,0.0,0.003,,-2.7,-0.6,-3.3,-0.1
6,Career,,,NBA,,94.0,762.0,8.7,0.466,0.323,4.7,10.5,7.6,7.0,1.1,0.3,13.8,11.3,,0.2,0.3,0.5,0.029,,-2.6,-0.7,-3.3,-0.2
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,KCK,NBA,,61.0,332.0,12.5,0.511,0.424,5.8,13.3,9.4,7.2,1.0,0.3,0.0,5.4,,0.3,0.2,0.5,0.071,,-2.3,-0.9,-3.2,-0.1
9,1 season,,SDC,NBA,,29.0,413.0,6.0,0.428,0.233,3.9,8.0,5.9,7.1,1.3,0.2,15.4,10.8,,0.0,0.1,0.0,0.003,,-2.7,-0.6,-3.3,-0.1
10,1 season,,BOS,NBA,,4.0,17.0,0.6,0.25,0.0,6.1,17.5,12.0,0.0,0.0,0.0,0.0,27.3,,-0.1,0.0,-0.1,-0.169,,-4.7,-0.6,-5.4,-0.1
