,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1952-53,22.0,BOS,NBA,PF,39.0,461.0,10.4,0.362,0.287,,,,,,-0.4,0.4,0.0,0.001,
1,1958-59,28.0,BOS,NBA,PF,50.0,663.0,8.8,0.36,0.244,,,,,,-1.0,1.4,0.4,0.025,
2,1959-60,29.0,BOS,NBA,PF,71.0,1330.0,10.1,0.406,0.212,,,,,,-0.8,2.8,2.1,0.074,
3,1960-61,30.0,BOS,NBA,PF,75.0,1242.0,11.0,0.42,0.309,,,,,,-0.5,3.2,2.8,0.107,
4,1962-63,32.0,NYK,NBA,PF,70.0,1544.0,10.7,0.43,0.286,,,,,,-1.0,0.9,-0.1,-0.002,
5,1963-64,33.0,NYK,NBA,PF,46.0,551.0,8.8,0.441,0.344,,,,,,-0.1,0.0,0.0,-0.003,
6,Career,,,NBA,,351.0,5791.0,10.2,0.412,0.273,,,,,,-3.8,8.8,5.1,0.042,
7,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,BOS,NBA,,235.0,3696.0,10.2,0.399,0.258,,,,,,-2.7,7.9,5.2,0.067,
9,2 seasons,,NYK,NBA,,116.0,2095.0,10.2,0.432,0.299,,,,,,-1.1,1.0,-0.1,-0.002,
