,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1968-69,24.0,HSM,ABA,,1,5,-19.4,0.2,0.0,0.0,,,8.5,0.0,16.7,43.3,,-0.1,0.0,-0.1,-0.628,
1,Career,,,ABA,,1,5,-19.4,0.2,0.0,0.0,,,8.5,0.0,16.7,43.3,,-0.1,0.0,-0.1,-0.628,
