,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,28.0,ROC,BAA,,36.0,,,0.304,0.109,,,,,,-0.9,0.3,-0.6,,
1,1949-50,29.0,SYR,NBA,,60.0,,,0.365,0.203,,,,,,-0.2,2.0,1.8,,
2,1952-53,32.0,MLH,NBA,SG,7.0,68.0,-4.1,0.158,0.125,,,,,,-0.5,0.1,-0.4,-0.275,
3,Career,,,TOT,,103.0,68.0,-4.1,0.339,0.172,,,,,,-1.6,2.4,0.8,-0.275,
4,,,,NBA,,67.0,68.0,-4.1,0.354,0.199,,,,,,-0.7,2.1,1.4,-0.275,
5,,,,BAA,,36.0,,,0.304,0.109,,,,,,-0.9,0.3,-0.6,,
6,,,,,,,,,,,,,,,,,,,,
7,1 season,,SYR,NBA,,60.0,,,0.365,0.203,,,,,,-0.2,2.0,1.8,,
8,1 season,,ROC,BAA,,36.0,,,0.304,0.109,,,,,,-0.9,0.3,-0.6,,
9,1 season,,MLH,NBA,,7.0,68.0,-4.1,0.158,0.125,,,,,,-0.5,0.1,-0.4,-0.275,
