,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,22.0,PHW,NBA,SF,65,,,0.512,0.609,,,,,,9.2,4.5,13.7,,
1,1951-52,23.0,PHW,NBA,SF,66,2939.0,25.7,0.546,0.579,,,,,,14.8,1.2,16.0,0.261,
2,1954-55,26.0,PHW,NBA,SF,72,2953.0,18.6,0.478,0.442,,,,,,5.8,2.9,8.7,0.141,
3,1955-56,27.0,PHW,NBA,SF,72,2724.0,21.3,0.526,0.454,,,,,,10.2,2.0,12.2,0.214,
4,1956-57,28.0,PHW,NBA,SF,71,2767.0,22.4,0.515,0.491,,,,,,10.7,1.6,12.3,0.213,
5,1957-58,29.0,PHW,NBA,SF,68,2377.0,18.2,0.479,0.443,,,,,,5.5,2.3,7.7,0.156,
6,1958-59,30.0,PHW,NBA,SF,70,2799.0,21.9,0.519,0.492,,,,,,10.0,3.0,13.0,0.223,
7,1959-60,31.0,PHW,NBA,SF,72,2618.0,17.3,0.492,0.376,,,,,,5.5,3.7,9.2,0.168,
8,1960-61,32.0,PHW,NBA,SF,79,2935.0,17.1,0.506,0.418,,,,,,6.7,3.0,9.7,0.159,
9,1961-62,33.0,PHW,NBA,SF,78,2785.0,15.0,0.486,0.403,,,,,,3.9,2.5,6.3,0.109,
10,Career,,,NBA,,713,24897.0,19.8,0.506,0.463,,,,,,82.1,26.7,108.8,0.183,
