,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,,HSM,ABA,,17,172,19.3,0.498,0.014,0.473,,,14.2,7.3,11.8,22.4,,0.3,0.3,0.5,0.149,
1,Career,,,ABA,,17,172,19.3,0.498,0.014,0.473,,,14.2,7.3,11.8,22.4,,0.3,0.3,0.5,0.149,
