,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,23.0,NYK,NBA,,9.0,91.0,13.9,0.405,0.245,,,,,,0.0,0.1,0.0,0.013,
1,1957-58,24.0,TOT,NBA,C,58.0,898.0,16.1,0.443,0.199,,,,,,0.7,0.8,1.5,0.082,
2,1957-58,24.0,NYK,NBA,,12.0,75.0,17.5,0.505,0.176,,,,,,0.2,0.1,0.2,0.15,
3,1957-58,24.0,DET,NBA,C,46.0,823.0,16.0,0.438,0.201,,,,,,0.6,0.7,1.3,0.075,
4,1958-59,25.0,DET,NBA,PF,72.0,2058.0,16.8,0.468,0.313,,,,,,2.8,2.4,5.2,0.121,
5,1959-60,26.0,CIN,NBA,C,75.0,2066.0,15.3,0.449,0.348,,,,,,1.4,0.6,1.9,0.045,
6,1960-61,27.0,TOT,NBA,C,79.0,2064.0,13.3,0.437,0.308,,,,,,0.3,0.4,0.6,0.015,
7,1960-61,27.0,CIN,NBA,C,48.0,1140.0,14.6,0.448,0.313,,,,,,0.5,0.1,0.6,0.023,
8,1960-61,27.0,NYK,NBA,C,31.0,924.0,11.8,0.424,0.301,,,,,,-0.2,0.3,0.1,0.005,
9,1961-62,28.0,NYK,NBA,C,76.0,2195.0,9.9,0.409,0.163,,,,,,-1.9,1.7,-0.2,-0.003,
10,1962-63,29.0,STL,NBA,C,73.0,1420.0,9.5,0.418,0.192,,,,,,-1.2,1.9,0.7,0.024,
11,Career,,,NBA,,442.0,10792.0,13.4,0.438,0.264,,,,,,2.1,7.8,9.9,0.044,
12,,,,,,,,,,,,,,,,,,,,
13,4 seasons,,NYK,NBA,,128.0,3285.0,10.7,0.415,0.204,,,,,,-2.0,2.2,0.2,0.003,
14,2 seasons,,CIN,NBA,,123.0,3206.0,15.1,0.448,0.336,,,,,,1.8,0.6,2.5,0.037,
15,2 seasons,,DET,NBA,,118.0,2881.0,16.6,0.459,0.279,,,,,,3.4,3.1,6.5,0.108,
16,1 season,,STL,NBA,,73.0,1420.0,9.5,0.418,0.192,,,,,,-1.2,1.9,0.7,0.024,
