,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,27.0,STB,BAA,,60.0,,,0.304,0.268,,,,,,0.2,3.8,4.0,,
1,1947-48,28.0,STB,BAA,,42.0,,,0.308,0.225,,,,,,-0.1,1.9,1.8,,
2,1948-49,29.0,BOS,BAA,,47.0,,,0.378,0.267,,,,,,0.8,1.9,2.8,,
3,1949-50,30.0,BOS,NBA,,47.0,,,0.397,0.329,,,,,,0.7,0.9,1.6,,
4,Career,,,TOT,,196.0,,,0.335,0.265,,,,,,1.6,8.6,10.2,,
5,,,,BAA,,149.0,,,0.323,0.253,,,,,,0.9,7.7,8.6,,
6,,,,NBA,,47.0,,,0.397,0.329,,,,,,0.7,0.9,1.6,,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,STB,BAA,,102.0,,,0.306,0.248,,,,,,0.1,5.7,5.8,,
9,2 seasons,,BOS,BAA,,94.0,,,0.386,0.294,,,,,,1.5,2.9,4.4,,
