,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1968-69,22.0,MIL,NBA,PF,17.0,217.0,3.9,0.271,0.274,,,,1.7,,-1.0,0.2,-0.8,-0.174,
1,1970-71,24.0,CIN,NBA,PF,68.0,1213.0,11.5,0.451,0.206,,,11.9,3.0,,-0.4,0.8,0.3,0.013,
2,1971-72,25.0,TOT,NBA,PF,35.0,211.0,6.0,0.324,0.239,,,14.8,6.7,,-0.8,0.4,-0.4,-0.102,
3,1971-72,25.0,CHI,NBA,PF,7.0,60.0,8.2,0.36,0.321,,,11.9,8.8,,-0.2,0.1,-0.1,-0.059,
4,1971-72,25.0,NYK,NBA,PF,28.0,151.0,5.2,0.306,0.2,,,15.9,5.9,,-0.6,0.2,-0.4,-0.119,
5,Career,,,NBA,,120.0,1641.0,9.8,0.418,0.216,,,12.3,3.3,,-2.2,1.3,-0.9,-0.026,
6,,,,,,,,,,,,,,,,,,,,
7,1 season,,CIN,NBA,,68.0,1213.0,11.5,0.451,0.206,,,11.9,3.0,,-0.4,0.8,0.3,0.013,
8,1 season,,NYK,NBA,,28.0,151.0,5.2,0.306,0.2,,,15.9,5.9,,-0.6,0.2,-0.4,-0.119,
9,1 season,,MIL,NBA,,17.0,217.0,3.9,0.271,0.274,,,,1.7,,-1.0,0.2,-0.8,-0.174,
10,1 season,,CHI,NBA,,7.0,60.0,8.2,0.36,0.321,,,11.9,8.8,,-0.2,0.1,-0.1,-0.059,
