,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,22.0,TOT,NBA,PF,71.0,1778.0,13.9,0.396,0.238,,,,,,-1.2,1.6,0.4,0.012,
1,1956-57,22.0,STL,NBA,,19.0,438.0,15.5,0.411,0.284,,,,,,-0.1,0.5,0.4,0.046,
2,1956-57,22.0,NYK,NBA,PF,52.0,1340.0,13.3,0.391,0.222,,,,,,-1.1,1.1,0.0,0.0,
3,1957-58,23.0,NYK,NBA,SF,68.0,2369.0,17.1,0.458,0.289,,,,,,3.1,1.6,4.6,0.094,
4,1958-59,24.0,NYK,NBA,SF,68.0,2061.0,16.5,0.442,0.29,,,,,,1.2,1.4,2.6,0.061,
5,1959-60,25.0,NYK,NBA,SF,65.0,2250.0,20.1,0.483,0.266,,,,,,4.1,1.2,5.3,0.113,
6,1960-61,26.0,NYK,NBA,SF,79.0,2976.0,19.1,0.48,0.265,,,,,,4.6,1.2,5.7,0.092,
7,1961-62,27.0,NYK,NBA,SF,75.0,2978.0,17.9,0.47,0.253,,,,,,2.8,2.7,5.5,0.089,
8,1962-63,28.0,TOT,NBA,SF,70.0,1901.0,13.4,0.463,0.233,,,,,,0.4,1.4,1.8,0.046,
9,1962-63,28.0,NYK,NBA,SF,23.0,676.0,17.3,0.465,0.256,,,,,,0.2,0.4,0.7,0.046,
10,1962-63,28.0,SFW,NBA,SF,47.0,1225.0,11.2,0.462,0.217,,,,,,0.2,1.0,1.2,0.046,
11,1963-64,29.0,BOS,NBA,SF,78.0,1409.0,14.4,0.458,0.204,,,,,,0.4,3.5,3.9,0.132,
12,1964-65,30.0,BOS,NBA,SF,71.0,1465.0,12.4,0.433,0.224,,,,6.8,,-0.5,3.1,2.6,0.085,
13,1965-66,31.0,BOS,NBA,SF,71.0,1433.0,12.5,0.435,0.161,,,,7.4,,-0.7,2.5,1.8,0.059,
14,Career,,,NBA,,716.0,20620.0,16.3,0.457,0.249,,,,7.1,,14.2,20.1,34.3,0.08,
15,,,,,,,,,,,,,,,,,,,,
16,7 seasons,,NYK,NBA,,430.0,14650.0,17.7,0.462,0.266,,,,,,14.9,9.5,24.5,0.08,
17,3 seasons,,BOS,NBA,,220.0,4307.0,13.1,0.442,0.196,,,,7.1,,-0.9,9.1,8.2,0.092,
18,1 season,,SFW,NBA,,47.0,1225.0,11.2,0.462,0.217,,,,,,0.2,1.0,1.2,0.046,
19,1 season,,STL,NBA,,19.0,438.0,15.5,0.411,0.284,,,,,,-0.1,0.5,0.4,0.046,
