,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1953-54,22.0,BLB,NBA,SG,67,1556,11.6,0.406,0.35,,,,,,0.2,0.4,0.6,0.018,
1,1954-55,23.0,BLB,NBA,SG,13,178,,0.468,0.373,,,,,,,,,,
2,Career,,,NBA,,80,1734,11.6,0.414,0.352,,,,,,0.2,0.4,0.6,0.016,
