,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1961-62,23.0,TOT,NBA,SG,65.0,1345.0,9.1,0.434,,0.44,,,,,,,,-0.1,0.5,0.4,0.015,
1,1961-62,23.0,LAL,NBA,SG,19.0,171.0,6.0,0.414,,0.661,,,,,,,,-0.1,0.1,0.0,0.007,
2,1961-62,23.0,STL,NBA,SG,46.0,1174.0,9.5,0.437,,0.41,,,,,,,,0.0,0.4,0.4,0.016,
3,1967-68,29.0,ANA,ABA,SG,2.0,19.0,6.9,0.415,0.0,0.857,,,2.3,14.3,0.0,18.3,,0.0,0.0,0.0,-0.023,
4,Career,,,TOT,,67.0,1364.0,9.0,0.434,0.0,0.446,,,2.3,14.3,0.0,18.3,,-0.1,0.5,0.4,0.014,
5,,,,NBA,,65.0,1345.0,9.1,0.434,,0.44,,,,,,,,-0.1,0.5,0.4,0.015,
6,,,,ABA,,2.0,19.0,6.9,0.415,0.0,0.857,,,2.3,14.3,0.0,18.3,,0.0,0.0,0.0,-0.023,
7,,,,,,,,,,,,,,,,,,,,,,,
8,1 season,,STL,NBA,,46.0,1174.0,9.5,0.437,,0.41,,,,,,,,0.0,0.4,0.4,0.016,
9,1 season,,LAL,NBA,,19.0,171.0,6.0,0.414,,0.661,,,,,,,,-0.1,0.1,0.0,0.007,
10,1 season,,ANA,ABA,,2.0,19.0,6.9,0.415,0.0,0.857,,,2.3,14.3,0.0,18.3,,0.0,0.0,0.0,-0.023,
