,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,22.0,INA,ABA,PG,21,288,9.4,0.388,0.053,0.323,,,3.3,16.3,9.5,21.7,,-0.5,0.2,-0.3,-0.043,
1,Career,,,ABA,,21,288,9.4,0.388,0.053,0.323,,,3.3,16.3,9.5,21.7,,-0.5,0.2,-0.3,-0.043,
