,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,27.0,KEN,ABA,SF,77,1606,15.4,0.506,0.009,0.442,,,7.7,9.7,11.3,17.9,,2.5,1.7,4.2,0.125,
1,1968-69,28.0,KEN,ABA,SG,78,1247,11.6,0.485,0.031,0.35,,,5.2,12.3,14.5,19.1,,0.7,1.2,1.9,0.074,
2,1969-70,29.0,KEN,ABA,SG,4,34,-0.1,0.291,0.048,0.333,,,5.2,3.8,7.7,27.8,,-0.2,0.0,-0.2,-0.281,
3,Career,,,ABA,,159,2887,13.6,0.492,0.02,0.399,,,6.6,10.7,12.7,18.5,,3.0,3.0,5.9,0.099,
