,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1967-68,22.0,PHI,NBA,,6,52,10.6,0.473,0.25,,,,7.1,,0.0,0.1,0.1,0.078,
1,Career,,,NBA,,6,52,10.6,0.473,0.25,,,,7.1,,0.0,0.1,0.1,0.078,
