,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,22.0,TOT,NBA,SG,53.0,,,0.431,0.376,,,,,,1.3,0.9,2.2,,
1,1949-50,22.0,MNL,NBA,SG,22.0,,,0.42,0.263,,,,,,0.2,0.5,0.8,,
2,1949-50,22.0,INO,NBA,SG,31.0,,,0.434,0.419,,,,,,1.0,0.4,1.4,,
3,1950-51,23.0,INO,NBA,SG,63.0,,,0.393,0.33,,,,,,0.3,1.7,2.0,,
4,1951-52,24.0,INO,NBA,SG,55.0,1903.0,15.7,0.49,0.561,,,,,,4.5,2.1,6.6,0.167,
5,1952-53,25.0,INO,NBA,SG,67.0,2468.0,13.2,0.448,0.549,,,,,,2.7,2.4,5.2,0.1,
6,1953-54,26.0,PHW,NBA,SG,64.0,2067.0,10.9,0.436,0.526,,,,,,1.5,1.5,3.1,0.071,
7,1954-55,27.0,FTW,NBA,SG,68.0,820.0,11.1,0.416,0.547,,,,,,0.2,1.1,1.3,0.074,
8,Career,,,NBA,,370.0,7258.0,13.0,0.439,0.477,,,,,,10.5,9.8,20.3,0.107,
9,,,,,,,,,,,,,,,,,,,,
10,4 seasons,,INO,NBA,,216.0,4371.0,14.3,0.442,0.471,,,,,,8.5,6.7,15.2,0.129,
11,1 season,,FTW,NBA,,68.0,820.0,11.1,0.416,0.547,,,,,,0.2,1.1,1.3,0.074,
12,1 season,,PHW,NBA,,64.0,2067.0,10.9,0.436,0.526,,,,,,1.5,1.5,3.1,0.071,
13,1 season,,MNL,NBA,,22.0,,,0.42,0.263,,,,,,0.2,0.5,0.8,,
