,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1954-55,22.0,SYR,NBA,C,72.0,1529.0,18.6,0.462,0.311,,,,,,2.0,3.0,5.0,0.157,
1,1955-56,23.0,SYR,NBA,C,72.0,2114.0,15.8,0.447,0.338,,,,,,1.4,3.3,4.6,0.105,
2,1956-57,24.0,SYR,NBA,C,72.0,2191.0,17.5,0.462,0.378,,,,,,2.7,2.7,5.4,0.117,
3,1957-58,25.0,SYR,NBA,C,72.0,2384.0,17.9,0.454,0.414,,,,,,2.6,3.2,5.8,0.118,
4,1958-59,26.0,SYR,NBA,C,72.0,2671.0,19.4,0.494,0.322,,,,,,5.2,3.6,8.7,0.157,
5,1959-60,27.0,SYR,NBA,C,75.0,2372.0,15.7,0.443,0.279,,,,,,1.0,2.8,3.8,0.078,
6,1960-61,28.0,SYR,NBA,C,79.0,2676.0,13.7,0.445,0.283,,,,,,0.8,3.1,3.9,0.07,
7,1961-62,29.0,SYR,NBA,C,80.0,2768.0,17.6,0.482,0.248,,,,,,2.9,4.9,7.8,0.136,
8,1962-63,30.0,SYR,NBA,C,80.0,2561.0,18.6,0.519,0.299,,,,,,4.1,3.6,7.7,0.144,
9,1963-64,31.0,PHI,NBA,C,80.0,2938.0,17.1,0.476,0.286,,,,,,2.3,2.6,4.9,0.08,
10,1964-65,32.0,PHI,NBA,C,80.0,1810.0,13.2,0.412,0.254,,,,14.8,,-1.2,2.1,0.9,0.024,
11,1965-66,33.0,BAL,NBA,C,71.0,1770.0,16.3,0.481,0.393,,,,16.4,,1.5,1.6,3.1,0.085,
12,Career,,,NBA,,905.0,27784.0,16.8,0.467,0.313,,,,15.6,,25.4,36.4,61.8,0.107,
13,,,,,,,,,,,,,,,,,,,,
14,11 seasons,,"SYR,PHI",NBA,,834.0,26014.0,16.9,0.466,0.308,,,,14.8,,23.9,34.8,58.7,0.108,
15,1 season,,BAL,NBA,,71.0,1770.0,16.3,0.481,0.393,,,,16.4,,1.5,1.6,3.1,0.085,
