,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,27.0,PRO,BAA,PF,59.0,,,0.393,0.279,,,,,,1.3,-0.1,1.2,,
1,1949-50,28.0,BOS,NBA,PF,68.0,,,0.401,0.196,,,,,,0.9,1.0,1.9,,
2,1950-51,29.0,TOT,NBA,PF,66.0,,,0.434,0.248,,,,,,1.4,1.5,2.8,,
3,1950-51,29.0,BOS,NBA,PF,17.0,,,0.419,0.273,,,,,,0.1,0.1,0.1,,
4,1950-51,29.0,BLB,NBA,PF,49.0,,,0.435,0.245,,,,,,1.3,1.4,2.7,,
5,1951-52,30.0,BLB,NBA,PF,35.0,699.0,15.6,0.44,0.157,,,,,,0.5,0.4,1.0,0.066,
6,Career,,,TOT,,228.0,699.0,15.6,0.411,0.229,,,,,,4.1,2.8,6.9,0.066,
7,,,,NBA,,169.0,699.0,15.6,0.419,0.206,,,,,,2.8,2.9,5.7,0.066,
8,,,,BAA,,59.0,,,0.393,0.279,,,,,,1.3,-0.1,1.2,,
9,,,,,,,,,,,,,,,,,,,,
10,2 seasons,,BOS,NBA,,85.0,,,0.402,0.2,,,,,,1.0,1.1,2.0,,
11,2 seasons,,BLB,NBA,,84.0,699.0,15.6,0.437,0.213,,,,,,1.8,1.8,3.6,0.066,
12,1 season,,PRO,BAA,,59.0,,,0.393,0.279,,,,,,1.3,-0.1,1.2,,
