,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1969-70,23.0,LAL,NBA,SG,73.0,2318.0,9.4,0.477,0.199,,,,10.1,,,,0.3,2.0,2.3,0.047,,,,,
1,1970-71,24.0,BUF,NBA,PG,75.0,2375.0,11.6,0.476,0.278,,,5.6,15.7,,,,1.0,1.4,2.4,0.048,,,,,
2,1971-72,25.0,BUF,NBA,SG,73.0,1905.0,11.8,0.489,0.214,,,5.7,12.6,,,,1.2,0.4,1.6,0.039,,,,,
3,1972-73,26.0,BUF,NBA,SG,78.0,1805.0,11.2,0.452,0.135,,,5.4,17.0,,,,-0.3,0.4,0.1,0.001,,,,,
4,1973-74,27.0,TOT,NBA,SG,40.0,326.0,6.3,0.376,0.151,4.9,7.8,6.4,9.1,1.4,0.2,,-0.6,0.4,-0.2,-0.034,,-5.3,-0.4,-5.8,-0.4
5,1973-74,27.0,NYK,NBA,SG,25.0,239.0,6.0,0.383,0.143,4.4,7.0,5.7,7.9,1.4,0.2,,-0.4,0.3,-0.2,-0.032,,-5.5,-0.4,-5.9,-0.3
6,1973-74,27.0,MIL,NBA,SG,15.0,87.0,7.2,0.359,0.171,6.3,9.8,8.2,12.7,1.6,0.0,,-0.2,0.1,-0.1,-0.038,,-4.9,-0.4,-5.3,-0.1
7,Career,,,NBA,,339.0,8729.0,10.8,0.47,0.206,4.9,7.8,5.6,13.5,1.4,0.2,,1.5,4.5,6.0,0.033,,-5.3,-0.4,-5.8,-0.4
8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3 seasons,,BUF,NBA,,226.0,6085.0,11.5,0.472,0.211,,,5.6,15.1,,,,1.8,2.1,4.0,0.031,,,,,
10,1 season,,LAL,NBA,,73.0,2318.0,9.4,0.477,0.199,,,,10.1,,,,0.3,2.0,2.3,0.047,,,,,
11,1 season,,NYK,NBA,,25.0,239.0,6.0,0.383,0.143,4.4,7.0,5.7,7.9,1.4,0.2,,-0.4,0.3,-0.2,-0.032,,-5.5,-0.4,-5.9,-0.3
12,1 season,,MIL,NBA,,15.0,87.0,7.2,0.359,0.171,6.3,9.8,8.2,12.7,1.6,0.0,,-0.2,0.1,-0.1,-0.038,,-4.9,-0.4,-5.3,-0.1
