,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1961-62,23.0,STL,NBA,SF,3.0,25.0,-6.5,0.116,,0.167,,,,,,,,-0.2,0.0,-0.2,-0.397,
1,1962-63,24.0,LAL,NBA,SF,28.0,289.0,6.1,0.39,,0.354,,,,,,,,-0.3,0.3,0.0,-0.006,
2,1967-68,29.0,DNR,ABA,SF,1.0,6.0,-0.9,0.347,0.0,1.0,,,7.8,0.0,25.8,24.9,,0.0,0.0,0.0,-0.09,
3,Career,,,TOT,,32.0,320.0,5.0,0.357,0.0,0.344,,,7.8,0.0,25.8,24.9,,-0.6,0.3,-0.3,-0.038,
4,,,,NBA,,31.0,314.0,5.1,0.358,,0.33,,,,,,,,-0.5,0.3,-0.2,-0.037,
5,,,,ABA,,1.0,6.0,-0.9,0.347,0.0,1.0,,,7.8,0.0,25.8,24.9,,0.0,0.0,0.0,-0.09,
6,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,LAL,NBA,,28.0,289.0,6.1,0.39,,0.354,,,,,,,,-0.3,0.3,0.0,-0.006,
8,1 season,,STL,NBA,,3.0,25.0,-6.5,0.116,,0.167,,,,,,,,-0.2,0.0,-0.2,-0.397,
9,1 season,,DNR,ABA,,1.0,6.0,-0.9,0.347,0.0,1.0,,,7.8,0.0,25.8,24.9,,0.0,0.0,0.0,-0.09,
