,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1950-51,24.0,INO,NBA,PF,63.0,,,0.388,0.215,,,,,,-0.6,1.6,1.0,,
1,1951-52,25.0,INO,NBA,PF,63.0,1829.0,17.2,0.461,0.369,,,,,,2.9,2.9,5.8,0.152,
2,1952-53,26.0,INO,NBA,PF,70.0,2327.0,14.7,0.464,0.432,,,,,,2.9,2.9,5.8,0.119,
3,1953-54,27.0,TOT,NBA,PF,68.0,1277.0,12.6,0.441,0.362,,,,,,1.0,2.3,3.4,0.126,
4,1953-54,27.0,MLH,NBA,PF,8.0,125.0,17.5,0.476,0.444,,,,,,0.2,0.1,0.4,0.151,
5,1953-54,27.0,SYR,NBA,PF,60.0,1152.0,12.1,0.437,0.353,,,,,,0.8,2.2,3.0,0.124,
6,Career,,,NBA,,264.0,5433.0,15.1,0.438,0.34,,,,,,6.2,9.7,15.9,0.132,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,INO,NBA,,196.0,4156.0,15.8,0.438,0.335,,,,,,5.2,7.3,12.5,0.134,
9,1 season,,SYR,NBA,,60.0,1152.0,12.1,0.437,0.353,,,,,,0.8,2.2,3.0,0.124,
10,1 season,,MLH,NBA,,8.0,125.0,17.5,0.476,0.444,,,,,,0.2,0.1,0.4,0.151,
