,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1970-71,22.0,MIL,NBA,,3.0,14.0,11.4,0.368,,0.2,,,13.5,18.1,,,,,-0.1,0.0,0.0,-0.121,
1,1971-72,23.0,INA,ABA,SG,20.0,155.0,1.3,0.332,0.074,0.259,4.3,5.1,4.7,9.8,,16.6,18.0,,-0.5,0.1,-0.4,-0.112,
2,Career,,,TOT,,23.0,169.0,2.1,0.338,0.063,0.25,4.3,5.1,5.4,10.5,,16.6,18.0,,-0.5,0.1,-0.4,-0.113,
3,,,,ABA,,20.0,155.0,1.3,0.332,0.074,0.259,4.3,5.1,4.7,9.8,,16.6,18.0,,-0.5,0.1,-0.4,-0.112,
4,,,,NBA,,3.0,14.0,11.4,0.368,,0.2,,,13.5,18.1,,,,,-0.1,0.0,0.0,-0.121,
5,,,,,,,,,,,,,,,,,,,,,,,,
6,1 season,,INA,ABA,,20.0,155.0,1.3,0.332,0.074,0.259,4.3,5.1,4.7,9.8,,16.6,18.0,,-0.5,0.1,-0.4,-0.112,
7,1 season,,MIL,NBA,,3.0,14.0,11.4,0.368,,0.2,,,13.5,18.1,,,,,-0.1,0.0,0.0,-0.121,
