,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,28.0,STB,BAA,SG,22.0,,,0.352,0.134,,,,,,1.7,1.2,3.0,,
1,1947-48,29.0,STB,BAA,SG,48.0,,,0.355,0.218,,,,,,2.9,1.7,4.5,,
2,1948-49,30.0,STB,BAA,SG,59.0,,,0.427,0.297,,,,,,5.4,-0.1,5.3,,
3,1949-50,31.0,STB,NBA,SG,61.0,,,0.43,0.377,,,,,,4.3,0.8,5.0,,
4,1950-51,32.0,TOT,NBA,SG,60.0,,,0.468,0.403,,,,,,4.3,1.3,5.6,,
5,1950-51,32.0,SYR,NBA,SG,16.0,,,0.437,0.458,,,,,,0.5,0.3,0.7,,
6,1950-51,32.0,BLB,NBA,SG,44.0,,,0.475,0.391,,,,,,3.8,1.0,4.9,,
7,1951-52,33.0,BLB,NBA,SG,11.0,139.0,3.1,0.284,0.27,,,,,,-0.6,0.1,-0.6,-0.195,
8,Career,,,TOT,,261.0,139.0,3.1,0.413,0.304,,,,,,17.9,5.0,22.9,-0.195,
9,,,,NBA,,132.0,139.0,3.1,0.441,0.384,,,,,,7.9,2.1,10.1,-0.195,
10,,,,BAA,,129.0,,,0.39,0.241,,,,,,9.9,2.8,12.8,,
11,,,,,,,,,,,,,,,,,,,,
12,4 seasons,,STB,BAA,,190.0,,,0.402,0.281,,,,,,14.2,3.6,17.8,,
13,2 seasons,,BLB,NBA,,55.0,139.0,3.1,0.456,0.378,,,,,,3.2,1.1,4.3,-0.195,
14,1 season,,SYR,NBA,,16.0,,,0.437,0.458,,,,,,0.5,0.3,0.7,,
