,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,23.0,ANA,ABA,SG,50.0,1140.0,13.3,0.497,0.01,0.332,,,6.6,11.4,14.4,21.1,,1.6,0.3,1.9,0.082,
1,1968-69,24.0,HSM,ABA,SG,23.0,701.0,13.3,0.483,0.004,0.416,,,5.1,23.4,17.2,20.7,,0.4,0.7,1.1,0.077,
2,1969-70,25.0,CAR,ABA,SG,51.0,447.0,9.4,0.556,0.019,0.804,,,5.4,11.7,22.5,15.9,,0.8,0.4,1.2,0.127,
3,Career,,,ABA,,124.0,2288.0,12.5,0.501,0.009,0.416,,,5.9,15.1,16.5,19.9,,2.8,1.4,4.3,0.089,
4,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,"HSM,CAR",ABA,,74.0,1148.0,11.8,0.505,0.008,0.523,,,5.2,18.8,18.9,18.8,,1.2,1.1,2.3,0.096,
6,1 season,,ANA,ABA,,50.0,1140.0,13.3,0.497,0.01,0.332,,,6.6,11.4,14.4,21.1,,1.6,0.3,1.9,0.082,
