,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1953-54,23.0,SYR,NBA,PG,72.0,1405.0,14.6,0.464,0.469,,,,,,2.1,2.4,4.5,0.152,
1,1954-55,24.0,SYR,NBA,SG,70.0,1380.0,13.9,0.437,0.417,,,,,,0.8,2.2,3.0,0.104,
2,1955-56,25.0,SYR,NBA,PG,72.0,1278.0,16.0,0.477,0.574,,,,,,2.1,1.8,3.9,0.148,
3,1956-57,26.0,FTW,NBA,SG,71.0,1701.0,12.3,0.413,0.359,,,,,,0.2,1.2,1.4,0.039,
4,1957-58,27.0,DET,NBA,SG,35.0,649.0,11.4,0.412,0.268,,,,,,0.0,0.5,0.5,0.039,
5,1959-60,29.0,DET,NBA,SG,25.0,365.0,11.9,0.426,0.313,,,,,,0.0,0.3,0.4,0.047,
6,Career,,,NBA,,345.0,6778.0,13.7,0.44,0.417,,,,,,5.2,8.5,13.7,0.097,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,SYR,NBA,,214.0,4063.0,14.8,0.459,0.486,,,,,,4.9,6.4,11.4,0.135,
9,3 seasons,,"FTW,DET",NBA,,131.0,2715.0,12.0,0.415,0.328,,,,,,0.2,2.0,2.3,0.04,
