,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1964-65,25.0,STL,NBA,PF,4.0,35.0,18.9,0.468,0.818,,,,23.3,,0.0,0.1,0.1,0.155,
1,1965-66,26.0,TOT,NBA,PF,61.0,969.0,16.8,0.5,0.475,,,,10.3,,1.4,1.3,2.7,0.136,
2,1965-66,26.0,STL,NBA,PF,15.0,213.0,16.8,0.548,0.41,,,,6.6,,0.5,0.2,0.7,0.166,
3,1965-66,26.0,DET,NBA,PF,46.0,756.0,16.8,0.489,0.491,,,,11.3,,0.9,1.1,2.0,0.128,
4,1966-67,27.0,DET,NBA,PF,68.0,1553.0,14.0,0.491,0.4,,,,7.7,,1.4,2.1,3.5,0.109,
5,1967-68,28.0,TOT,NBA,PF,85.0,2473.0,13.2,0.503,0.443,,,,8.3,,2.4,1.7,4.1,0.079,
6,1967-68,28.0,DET,NBA,PF,55.0,1671.0,14.4,0.51,0.466,,,,8.7,,1.9,1.5,3.4,0.098,
7,1967-68,28.0,CIN,NBA,PF,30.0,802.0,10.6,0.488,0.393,,,,7.4,,0.5,0.2,0.7,0.04,
8,1968-69,29.0,TOT,NBA,PF,77.0,2482.0,12.8,0.498,0.402,,,,9.0,,2.4,0.9,3.3,0.063,
9,1968-69,29.0,CIN,NBA,PF,51.0,1681.0,11.3,0.483,0.42,,,,8.1,,1.0,0.3,1.3,0.038,
10,1968-69,29.0,SEA,NBA,PF,26.0,801.0,15.9,0.527,0.37,,,,11.0,,1.4,0.6,1.9,0.116,
11,1969-70,30.0,TOT,NBA,PF,69.0,1499.0,14.6,0.51,0.477,,,,9.8,,1.5,1.1,2.6,0.084,
12,1969-70,30.0,SEA,NBA,PF,49.0,1278.0,14.2,0.5,0.491,,,,9.7,,1.0,0.8,1.8,0.067,
13,1969-70,30.0,LAL,NBA,PF,20.0,221.0,17.0,0.566,0.398,,,,10.8,,0.5,0.3,0.9,0.185,
14,1970-71,31.0,TOT,NBA,PF,75.0,1517.0,12.3,0.523,0.47,,,11.1,7.2,,1.8,1.9,3.8,0.119,
15,1970-71,31.0,LAL,NBA,PF,8.0,66.0,22.7,0.546,0.286,,,15.6,22.5,,0.2,0.1,0.3,0.193,
16,1970-71,31.0,BAL,NBA,PF,67.0,1451.0,11.8,0.521,0.486,,,10.9,6.5,,1.6,1.9,3.5,0.116,
17,1971-72,32.0,BAL,NBA,PF,65.0,1227.0,13.0,0.523,0.411,,,12.4,9.0,,1.5,1.3,2.8,0.11,
18,1972-73,33.0,BAL,NBA,PF,55.0,541.0,13.3,0.507,0.324,,,13.5,7.9,,0.6,0.9,1.5,0.13,
19,Career,,,NBA,,559.0,12296.0,13.5,0.505,0.433,,,12.0,8.7,,13.0,11.4,24.4,0.095,
20,,,,,,,,,,,,,,,,,,,,
21,3 seasons,,BAL,NBA,,187.0,3219.0,12.5,0.519,0.426,,,11.9,7.7,,3.7,4.1,7.8,0.116,
22,3 seasons,,DET,NBA,,169.0,3980.0,14.7,0.498,0.445,,,,8.8,,4.2,4.8,9.0,0.108,
23,2 seasons,,CIN,NBA,,81.0,2483.0,11.1,0.485,0.411,,,,7.9,,1.5,0.5,2.0,0.039,
24,2 seasons,,SEA,NBA,,75.0,2079.0,14.8,0.51,0.447,,,,10.2,,2.3,1.4,3.7,0.086,
25,2 seasons,,LAL,NBA,,28.0,287.0,18.3,0.56,0.366,,,15.6,13.5,,0.7,0.4,1.1,0.187,
26,2 seasons,,STL,NBA,,19.0,248.0,17.1,0.537,0.461,,,,9.0,,0.5,0.3,0.8,0.164,
