,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,21.0,CHS,NBA,,46,,,0.289,0.284,,,,,,-1.0,0.7,-0.3,,
1,Career,,,NBA,,46,,,0.289,0.284,,,,,,-1.0,0.7,-0.3,,
