,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,2022-23,24.0,WAS,NBA,PG,9,135,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,,0.1,0.1,0.2,0.078,,-3.7,-1.5,-5.1,-0.1
1,Career,,,NBA,,9,135,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,,0.1,0.1,0.2,0.078,,-3.7,-1.5,-5.1,-0.1
