,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,24.0,TOT,BAA,PG,49.0,,,0.44,0.569,,,,,,3.4,1.6,5.0,,
1,1948-49,24.0,FTW,BAA,PG,14.0,,,0.457,0.541,,,,,,0.6,0.3,0.9,,
2,1948-49,24.0,INJ,BAA,PG,35.0,,,0.437,0.574,,,,,,2.8,1.3,4.1,,
3,1949-50,25.0,TOT,NBA,PG,58.0,,,0.383,0.598,,,,,,0.3,2.0,2.3,,
4,1949-50,25.0,AND,NBA,PG,26.0,,,0.368,0.664,,,,,,0.0,1.3,1.3,,
5,1949-50,25.0,TRI,NBA,PG,32.0,,,0.39,0.564,,,,,,0.3,0.7,1.1,,
6,1951-52,27.0,MLH,NBA,PG,11.0,396.0,9.8,0.41,0.772,,,,,,0.1,0.3,0.4,0.044,
7,Career,,,TOT,,118.0,396.0,9.8,0.413,0.605,,,,,,3.9,3.9,7.7,0.044,
8,,,,NBA,,69.0,396.0,9.8,0.389,0.636,,,,,,0.5,2.2,2.7,0.044,
9,,,,BAA,,49.0,,,0.44,0.569,,,,,,3.4,1.6,5.0,,
10,,,,,,,,,,,,,,,,,,,,
11,2 seasons,,"TRI,MLH",NBA,,43.0,396.0,9.8,0.397,0.626,,,,,,0.5,1.0,1.4,0.044,
12,1 season,,INJ,BAA,,35.0,,,0.437,0.574,,,,,,2.8,1.3,4.1,,
13,1 season,,AND,NBA,,26.0,,,0.368,0.664,,,,,,0.0,1.3,1.3,,
14,1 season,,FTW,BAA,,14.0,,,0.457,0.541,,,,,,0.6,0.3,0.9,,
