,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1970-71,24.0,POR,NBA,,18,70,3.8,0.299,0.167,,,12.4,10.9,,-0.4,0.1,-0.3,-0.215,
1,Career,,,NBA,,18,70,3.8,0.299,0.167,,,12.4,10.9,,-0.4,0.1,-0.3,-0.215,
