,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,23.0,BLB,BAA,PF,60.0,,,0.444,0.48,,,,,,4.8,0.8,5.6,,
1,1949-50,24.0,BLB,NBA,PF,66.0,,,0.388,0.403,,,,,,0.7,2.0,2.7,,
2,1950-51,25.0,BLB,NBA,PF,64.0,,,0.441,0.481,,,,,,2.1,1.9,4.0,,
3,1951-52,26.0,PHW,NBA,PF,63.0,1126.0,10.3,0.455,0.371,,,,,,1.1,0.4,1.5,0.065,
4,Career,,,TOT,,253.0,1126.0,10.3,0.426,0.442,,,,,,8.7,5.0,13.7,0.065,
5,,,,NBA,,193.0,1126.0,10.3,0.418,0.424,,,,,,3.9,4.3,8.1,0.065,
6,,,,BAA,,60.0,,,0.444,0.48,,,,,,4.8,0.8,5.6,,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,BLB,BAA,,190.0,,,0.423,0.452,,,,,,7.6,4.6,12.2,,
9,1 season,,PHW,NBA,,63.0,1126.0,10.3,0.455,0.371,,,,,,1.1,0.4,1.5,0.065,
